x-axis,1,2
second,Volt,Volt
-3.4164000E+00,+0.0E+00,+0.0E+00
-3.4162438E+00,-40.2010E-03,-37.6884E-03
-3.4160875E+00,-37.6884E-03,+0.0E+00
-3.4159313E+00,+0.0E+00,+0.0E+00
-3.4157750E+00,+0.0E+00,+0.0E+00
-3.4156188E+00,+0.0E+00,-37.6884E-03
-3.4154625E+00,+0.0E+00,+0.0E+00
-3.4153063E+00,+0.0E+00,-37.6884E-03
-3.4151500E+00,+0.0E+00,+0.0E+00
-3.4149938E+00,+0.0E+00,+0.0E+00
-3.4148375E+00,+0.0E+00,+0.0E+00
-3.4146813E+00,-40.2010E-03,-37.6884E-03
-3.4145250E+00,-40.2010E-03,+0.0E+00
-3.4143688E+00,-40.2010E-03,-37.6884E-03
-3.4142125E+00,-37.6884E-03,+0.0E+00
-3.4140563E+00,+0.0E+00,-40.2010E-03
-3.4139000E+00,+0.0E+00,-40.2010E-03
-3.4137438E+00,-37.6884E-03,-40.2010E-03
-3.4135875E+00,+0.0E+00,-40.2010E-03
-3.4134313E+00,+0.0E+00,-37.6884E-03
-3.4132750E+00,-37.6884E-03,+0.0E+00
-3.4131188E+00,+0.0E+00,+0.0E+00
-3.4129625E+00,+0.0E+00,+0.0E+00
-3.4128063E+00,+0.0E+00,-37.6884E-03
-3.4126500E+00,+0.0E+00,+0.0E+00
-3.4124938E+00,-40.2010E-03,+0.0E+00
-3.4123375E+00,-37.6884E-03,-40.2010E-03
-3.4121813E+00,+0.0E+00,-37.6884E-03
-3.4120250E+00,-37.6884E-03,+0.0E+00
-3.4118688E+00,+0.0E+00,+0.0E+00
-3.4117125E+00,+0.0E+00,+0.0E+00
-3.4115563E+00,+0.0E+00,-40.2010E-03
-3.4114000E+00,+0.0E+00,-37.6884E-03
-3.4112438E+00,+0.0E+00,+0.0E+00
-3.4110875E+00,+0.0E+00,+0.0E+00
-3.4109313E+00,+0.0E+00,-37.6884E-03
-3.4107750E+00,-37.6884E-03,+0.0E+00
-3.4106188E+00,+0.0E+00,-40.2010E-03
-3.4104625E+00,+0.0E+00,-40.2010E-03
-3.4103063E+00,+0.0E+00,-40.2010E-03
-3.4101500E+00,+0.0E+00,-37.6884E-03
-3.4099938E+00,+0.0E+00,+0.0E+00
-3.4098375E+00,+0.0E+00,-40.2010E-03
-3.4096813E+00,+0.0E+00,-40.2010E-03
-3.4095250E+00,+0.0E+00,-37.6884E-03
-3.4093688E+00,-40.2010E-03,+0.0E+00
-3.4092125E+00,-37.6884E-03,-40.2010E-03
